movie_title,imdb_score,duration,color,title_year,Genre_1,language,country,gross,budget,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,ProfitTurnover,AdjustedGross,AdjustedBudget,Language,Country,TotalFacebooklikes,TitleLength,Generation
For Greater Glory: The True Story of Cristiada ,6.6,145,Color,2012,Drama,Spanish,Mexico,5669081,10818775,0,280,639,377,0,-0.47599603467120816,5.669081,10.818775,Non-English,Non-US,1296,47,Boomletes
Good Will Hunting ,8.3,126,Color,1997,Drama,English,USA,138339411,10000000,835,893,49000,13000,31000,12.8339411,138.339411,10,English,USA,94728,18,Millenium
Saw III ,6.2,121,Color,2006,Horror,English,USA,80150343,10000000,163,482,723,651,0,7.0150343,80.150343,10,English,USA,2019,8,Boomletes
Stripes ,6.9,117,Color,1981,Action,English,USA,85300000,10000000,425,901,13000,11000,0,7.53,85.3,10,English,USA,25326,8,Millenium
Bring It On ,5.9,98,Color,2000,Comedy,English,USA,68353550,10000000,235,229,4000,464,0,5.835355,68.35355,10,English,USA,4928,12,Millenium
The Purge: Election Year ,6.1,109,Color,2016,Action,English,France,78845130,10000000,65,393,798,465,0,6.884513,78.84513,10,English,Non-US,1721,25,Boomletes
She's All That ,5.8,95,Color,1999,Comedy,English,USA,63319509,10000000,7,1000,23000,1000,0,5.3319509,63.319509,10,English,USA,25007,15,Millenium
Precious ,7.3,109,Color,2009,Drama,English,USA,47536959,10000000,304,736,939,906,12000,3.7536959,47.536959,10,English,USA,14885,9,Boomletes
Saw IV ,5.9,96,Color,2007,Horror,English,USA,63270259,10000000,163,448,723,651,0,5.3270259,63.270259,10,English,USA,1985,7,Boomletes
White Noise ,5.5,101,Color,2005,Drama,English,UK,55865715,10000000,13,368,494,392,0,4.5865715,55.865715,10,English,Non-US,1267,12,Boomletes
Madea's Family Reunion ,5,107,Color,2006,Comedy,English,USA,63231524,6000000,0,685,1000,907,676,9.538587333333334,63.231524,6,English,USA,3268,23,Boomletes
The Color of Money ,7,119,Color,1986,Drama,English,USA,52293982,13800000,17000,638,10000,970,0,2.7894189855072464,52.293982,13.8,English,USA,28608,19,Millenium
The Mighty Ducks ,6.4,100,Color,1992,Comedy,English,USA,50752337,10000000,65,577,633,613,0,4.0752337,50.752337,10,English,USA,1888,17,Millenium
The Grudge ,5.9,98,Color,2004,Horror,English,USA,110175871,10000000,70,634,4000,1000,4000,10.0175871,110.175871,10,English,USA,9704,11,Boomletes
Happy Gilmore ,7,92,Color,1996,Comedy,English,USA,38624000,12000000,221,491,11000,503,0,2.2186666666666666,38.624,12,English,USA,12215,14,Millenium
Jeepers Creepers ,6.1,90,Color,2001,Horror,English,Germany,37470017,10000000,108,270,1000,322,0,2.7470017,37.470017,10,English,Non-US,1700,17,Boomletes
Bill & Ted's Excellent Adventure ,6.9,90,Color,1989,Adventure,English,USA,40485039,10000000,65,730,18000,769,0,3.0485039,40.485039,10,English,USA,19564,33,Millenium
Oliver! ,7.5,153,Color,1968,Drama,English,UK,16800000,10000000,82,139,695,275,0,0.68,16.8,10,English,Non-US,1191,8,Generation X
The Best Exotic Marigold Hotel ,7.3,124,Color,2011,Comedy,English,UK,46377022,10000000,108,186,1000,400,48000,3.6377022,46.377022,10,English,Non-US,49694,31,Boomletes
Recess: School's Out ,6.5,82,Color,2001,Animation,English,USA,36696761,23000000,6,345,759,563,227,0.595511347826087,36.696761,23,English,USA,1900,21,Boomletes
Mad Max Beyond Thunderdome ,6.2,107,Color,1985,Action,English,Australia,36200000,12305523,750,60,794,531,0,1.9417685050850744,36.2,12.305523,English,Non-US,2135,27,Millenium
The Boy ,6,97,Color,2016,Horror,English,USA,35794166,10000000,19,130,4000,334,20000,2.5794166,35.794166,10,English,USA,24483,8,Boomletes
Devil ,6.3,80,Color,2010,Horror,English,USA,33583175,10000000,66,816,2000,904,16000,2.3583175,33.583175,10,English,USA,19786,6,Boomletes
Friday After Next ,5.8,85,Color,2002,Comedy,English,USA,32983713,20000000,7,615,723,706,981,0.64918565,32.983713,20,English,USA,3032,18,Boomletes
Insidious: Chapter 3 ,6.1,97,Color,2015,Fantasy,English,Canada,52200504,10000000,482,482,852,542,29000,4.2200504,52.200504,10,English,Non-US,31358,21,Boomletes
The Last Dragon ,6.9,109,Color,1985,Action,English,USA,33000000,10000000,78,619,854,841,0,2.3,33,10,English,USA,2392,16,Millenium
Snatch ,8.3,104,Color,2000,Comedy,English,UK,30093107,6000000,0,1000,26000,11000,27000,4.015517833333333,30.093107,6,English,Non-US,65000,7,Millenium
The Lawnmower Man ,5.4,140,Color,1992,Horror,English,UK,32101000,10000000,32,120,535,211,0,2.2101,32.101,10,English,Non-US,898,18,Millenium
Nick and Norah's Infinite Playlist ,6.7,90,Color,2008,Comedy,English,USA,31487293,9000000,6,617,904,715,0,2.4985881111111112,31.487293,9,English,USA,2242,35,Boomletes
Dogma ,7.4,130,Color,1999,Adventure,English,USA,30651422,10000000,0,769,13000,1000,10000,2.0651422,30.651422,10,English,USA,24769,6,Millenium
The Banger Sisters ,5.6,98,Color,2002,Comedy,English,USA,30306281,10000000,7,73,931,797,744,2.0306281,30.306281,10,English,USA,2552,19,Boomletes
Twilight Zone: The Movie ,6.5,101,Color,1983,Fantasy,English,USA,29500000,10000000,287,257,745,730,0,1.95,29.5,10,English,USA,2019,25,Millenium
Road House ,6.5,114,Color,1989,Action,English,USA,30050028,17000000,9,466,623,472,0,0.7676487058823529,30.050028,17,English,USA,1570,11,Millenium
A Low Down Dirty Shame ,5.8,100,Color,1994,Action,English,USA,29392418,10000000,322,534,851,543,368,1.9392418,29.392418,10,English,USA,2618,23,Millenium
Swimfan ,5,85,Color,2002,Drama,English,USA,28563926,8500000,21,782,931,855,720,2.3604618823529413,28.563926,8.5,English,USA,3309,8,Boomletes
Employee of the Month ,5.5,103,Color,2006,Comedy,English,USA,28435406,12000000,27,534,1000,809,0,1.3696171666666668,28.435406,12,English,USA,2370,22,Boomletes
Can't Hardly Wait ,6.5,100,Color,1998,Comedy,English,USA,25339117,10000000,4,678,982,945,0,1.5339117,25.339117,10,English,USA,2609,18,Millenium
The Outsiders ,7.2,114,Color,1983,Crime,English,USA,25600000,10000000,0,699,10000,919,10000,1.56,25.6,10,English,USA,21618,14,Millenium
Sinister 2 ,5.2,97,Color,2015,Horror,English,USA,27736779,10000000,11,220,1000,412,13000,1.7736779,27.736779,10,English,USA,14643,11,Boomletes
Sparkle ,5.7,116,Color,2012,Drama,English,USA,24397469,17000000,70,706,1000,876,0,0.43514523529411764,24.397469,17,English,USA,2652,8,Boomletes
Valentine ,4.7,96,Color,2001,Horror,English,USA,20384136,10000000,9,448,690,533,0,1.0384136,20.384136,10,English,USA,1680,10,Boomletes
The Fourth Kind ,5.9,98,Color,2009,Mystery,English,USA,25464480,10000000,58,242,14000,537,15000,1.546448,25.46448,10,English,USA,29837,16,Boomletes
A Prairie Home Companion ,6.8,105,Color,2006,Comedy,English,USA,20338609,10000000,500,718,11000,912,683,1.0338609,20.338609,10,English,USA,13813,25,Boomletes
Sugar Hill ,5.9,123,Black and White,1993,Drama,English,USA,18272447,10000000,5,338,556,475,331,0.8272447,18.272447,10,English,USA,1705,11,Millenium
Rushmore ,7.7,93,Color,1998,Comedy,English,USA,17096053,9000000,0,766,13000,933,5000,0.8995614444444444,17.096053,9,English,USA,19699,9,Millenium
Skyline ,4.4,97,Color,2010,Action,English,USA,21371425,10000000,25,861,929,927,13000,1.1371425,21.371425,10,English,USA,15742,8,Boomletes
The Second Best Exotic Marigold Hotel ,6.6,122,Color,2015,Comedy,English,UK,33071558,10000000,108,111,220,186,21000,2.3071558,33.071558,10,English,Non-US,21625,38,Boomletes
Kit Kittredge: An American Girl ,6.7,101,Color,2008,Drama,English,USA,17655201,10000000,22,558,918,624,851,0.7655201,17.655201,10,English,USA,2973,32,Boomletes
The Perfect Man ,5.5,100,Color,2005,Comedy,English,USA,16247775,25000000,15,804,1000,962,767,-0.350089,16.247775,25,English,USA,3548,16,Boomletes
Mo' Better Blues ,6.5,129,Color,1990,Drama,English,USA,16153600,10000000,0,203,18000,269,720,0.61536,16.1536,10,English,USA,19192,17,Millenium
Kung Pow: Enter the Fist ,6.2,81,Color,2002,Action,English,USA,16033556,10000000,176,39,176,67,0,0.6033556,16.033556,10,English,USA,458,25,Boomletes
Tremors ,7.1,96,Color,1990,Comedy,English,USA,16667084,11000000,31,536,651,610,11000,0.5151894545454545,16.667084,11,English,USA,12828,8,Millenium
Wrong Turn ,6.1,84,Color,2003,Horror,English,USA,15417771,12600000,36,648,2000,683,0,0.22363261904761905,15.417771,12.6,English,USA,3367,11,Boomletes
The Corruptor ,6,110,Color,1999,Action,English,USA,15156200,30000000,164,45,258,218,328,-0.4947933333333333,15.1562,30,English,USA,1013,14,Millenium
Mud ,7.4,130,Color,2012,Drama,English,USA,21589307,10000000,337,820,11000,1000,27000,1.1589307,21.589307,10,English,USA,40157,4,Boomletes
Reno 911!: Miami ,5.9,84,Color,2007,Comedy,English,USA,20339754,10000000,134,307,655,651,441,1.0339754,20.339754,10,English,USA,2188,17,Boomletes
One Direction: This Is Us ,4.1,106,Color,2013,Documentary,English,USA,28873374,10000000,293,547,773,734,0,1.8873374,28.873374,10,English,USA,2347,26,Boomletes
Hey Arnold! The Movie ,5.9,76,Color,2002,Adventure,English,USA,13684949,3000000,14,636,1000,811,227,3.561649666666667,13.684949,3,English,USA,2688,22,Boomletes
My Week with Marilyn ,7,99,Color,2011,Biography,English,UK,14597405,6400000,64,918,13000,2000,17000,1.28084453125,14.597405,6.4,English,Non-US,32982,21,Boomletes
The Matador ,6.8,96,Color,2005,Comedy,English,USA,12570442,10000000,47,442,3000,497,808,0.2570442,12.570442,10,English,USA,4794,12,Boomletes
Love Jones ,7.4,104,Color,1997,Drama,English,USA,12514138,10000000,28,582,962,826,1000,0.2514138,12.514138,10,English,USA,3398,11,Millenium
The Gift ,7.1,108,Color,2015,Mystery,English,USA,43771291,5000000,0,458,1000,562,15000,7.7542582,43.771291,5,English,USA,17020,9,Boomletes
End of the Spear ,7,108,Color,2005,Adventure,English,USA,11703287,10000000,2,30,772,232,1000,0.1703287,11.703287,10,English,USA,2036,17,Boomletes
Get Over It ,5.8,87,Color,2001,Comedy,English,USA,11560259,22000000,13,869,15000,4000,0,-0.47453368181818184,11.560259,22,English,USA,19882,12,Boomletes
Office Space ,7.8,89,Color,1999,Comedy,English,USA,10824921,10000000,406,759,989,939,16000,0.0824921,10.824921,10,English,USA,19093,13,Millenium
Drop Dead Gorgeous ,6.5,97,Color,1999,Comedy,English,Germany,10561238,10000000,31,551,4000,980,0,0.0561238,10.561238,10,English,Non-US,5562,19,Millenium
Big Eyes ,7,106,Color,2014,Biography,English,USA,14479776,10000000,13000,309,11000,430,20000,0.4479776,14.479776,10,English,USA,44739,9,Boomletes
Very Bad Things ,6.3,100,Color,1998,Comedy,English,USA,9801782,10000000,532,711,4000,796,0,-0.0198218,9.801782,10,English,USA,6039,16,Millenium
Sleepover ,5.3,89,Color,2004,Comedy,English,USA,8070311,10000000,18,2000,7000,2000,0,-0.1929689,8.070311,10,English,USA,11018,10,Boomletes
MacGruber ,5.5,95,Color,2010,Action,English,USA,8460995,10000000,434,472,1000,622,0,-0.1539005,8.460995,10,English,USA,2528,10,Boomletes
Dirty Pretty Things ,7.4,97,Color,2002,Crime,English,UK,8111360,10000000,350,250,460,372,0,-0.188864,8.11136,10,English,Non-US,1432,20,Boomletes
Movie 43 ,4.3,94,Color,2013,Comedy,English,USA,8828771,6000000,0,3000,20000,14000,25000,0.47146183333333336,8.828771,6,English,USA,62000,9,Boomletes
The Tourist ,6,103,Color,2010,Action,English,USA,67631157,100000000,207,3000,40000,11000,25000,-0.32368843,67.631157,100,English,USA,79207,12,Boomletes
Over Her Dead Body ,5.2,95,Color,2008,Comedy,English,USA,7563670,10000000,4,655,939,702,518,-0.243633,7.56367,10,English,USA,2818,19,Boomletes
Seeking a Friend for the End of the World ,6.7,101,Black and White,2012,Adventure,English,USA,6619173,10000000,63,172,7000,353,25000,-0.3380827,6.619173,10,English,USA,32588,42,Boomletes
American History X ,8.6,101,Black and White,1998,Crime,English,USA,6712241,7500000,194,602,1000,816,35000,-0.10503453333333333,6.712241,7.5,English,USA,37612,19,Millenium
The Collection ,6.1,82,Color,2012,Action,English,USA,6842058,10000000,87,444,1000,581,14000,-0.3157942,6.842058,10,English,USA,16112,15,Boomletes
Teacher's Pet ,5.8,74,Color,2004,Animation,English,USA,6491350,10000000,0,719,886,808,49,-0.350865,6.49135,10,English,USA,2462,14,Boomletes
The Red Violin ,7.7,130,Color,1998,Drama,French,Canada,9473382,10000000,63,2,24,3,0,-0.0526618,9.473382,10,Non-English,Non-US,92,15,Millenium
The Straight Story ,8,112,Color,1999,Biography,English,France,6197866,10000000,0,201,874,262,0,-0.3802134,6.197866,10,English,Non-US,1337,19,Millenium
Deuces Wild ,5.6,96,Color,2002,Action,English,USA,6044618,10000000,9,934,12000,11000,398,-0.3955382,6.044618,10,English,USA,24341,12,Boomletes
Bad Words ,6.7,89,Color,2013,Comedy,English,USA,7764027,10000000,0,322,628,497,0,-0.2235973,7.764027,10,English,USA,1447,10,Boomletes
Black or White ,6.6,121,Color,2014,Drama,English,USA,21569041,9000000,57,664,1000,837,0,1.396560111111111,21.569041,9,English,USA,2558,15,Boomletes
On the Line ,4.1,85,Color,2001,Comedy,English,USA,4356743,16000000,49,401,719,405,0,-0.7277035625,4.356743,16,English,USA,1574,12,Boomletes
Rescue Dawn ,7.3,120,Color,2006,Adventure,English,USA,5484375,10000000,0,294,23000,342,0,-0.4515625,5.484375,10,English,USA,23636,12,Boomletes
Danny Collins ,7.1,106,Color,2015,Comedy,English,USA,5348317,10000000,102,970,14000,3000,0,-0.4651683,5.348317,10,English,USA,18072,14,Boomletes
"Jeff, Who Lives at Home ",6.5,83,Color,2011,Comedy,English,USA,4244155,10000000,157,581,2000,616,0,-0.5755845,4.244155,10,English,USA,3354,24,Boomletes
I Am Love ,7,120,Color,2009,Drama,Italian,Italy,5004648,10000000,64,72,144,110,0,-0.4995352,5.004648,10,Non-English,Non-US,390,10,Boomletes
Atlas Shrugged II: The Strike ,5.5,111,Color,2012,Drama,English,USA,3333823,10000000,60,699,823,759,0,-0.6666177,3.333823,10,English,USA,2341,30,Boomletes
Romeo Is Bleeding ,6.6,100,Color,1993,Action,English,UK,3275585,11500000,34,541,10000,721,561,-0.7151665217391304,3.275585,11.5,English,Non-US,11857,18,Millenium
The Limey ,7.1,89,Color,1999,Crime,English,USA,3193102,9000000,0,132,402,296,944,-0.6452108888888889,3.193102,9,English,USA,1774,10,Millenium
Crash ,7.9,115,Color,2004,Crime,English,Germany,54557348,6500000,549,911,3000,912,18000,7.393438153846154,54.557348,6.5,English,Non-US,23372,6,Boomletes
The House of Mirth ,7.1,135,Color,2000,Drama,English,UK,3041803,10000000,25,553,902,576,345,-0.6958197,3.041803,10,English,Non-US,2401,19,Millenium
Malone ,5.6,92,Color,1987,Action,English,USA,3060858,10000000,4,311,754,324,208,-0.6939142,3.060858,10,English,USA,1601,7,Millenium
Peaceful Warrior ,7.3,120,Color,2006,Drama,English,Germany,1055654,10000000,108,400,634,436,0,-0.8944346,1.055654,10,English,Non-US,1578,17,Boomletes
Bucky Larson: Born to Be a Star ,3.3,97,Color,2011,Comedy,English,USA,2331318,10000000,105,269,982,503,0,-0.7668682,2.331318,10,English,USA,1859,32,Boomletes
Bamboozled ,6.5,135,Color,2000,Comedy,English,USA,2185266,10000000,0,851,1000,975,1000,-0.7814734,2.185266,10,English,USA,3826,11,Millenium
The Forest ,4.8,93,Color,2016,Horror,English,USA,26583369,10000000,4,4,533,35,10000,1.6583369,26.583369,10,English,USA,10576,11,Boomletes
Sphinx ,5.2,118,Color,1981,Adventure,English,USA,800000,14000000,76,249,902,488,106,-0.9428571428571428,0.8,14,English,USA,1821,7,Millenium
While We're Young ,6.3,97,Color,2014,Comedy,English,USA,7574066,10000000,387,64,6000,139,0,-0.2425934,7.574066,10,English,USA,6590,18,Boomletes
A Better Life ,7.2,98,Color,2011,Drama,English,USA,1754319,10000000,129,221,749,252,0,-0.8245681,1.754319,10,English,USA,1351,14,Boomletes
Spider ,6.8,98,Color,2002,Drama,English,Canada,1641788,8000000,0,258,530,387,0,-0.7947765,1.641788,8,English,Non-US,1175,7,Boomletes
Gun Shy ,5.7,101,Color,2000,Comedy,English,USA,1631839,10000000,3,826,14000,1000,242,-0.8368161,1.631839,10,English,USA,16071,8,Millenium
Nicholas Nickleby ,7.2,132,Color,2002,Drama,English,UK,1309849,10000000,41,1000,16000,11000,0,-0.8690151,1.309849,10,English,Non-US,28041,18,Boomletes
The Iceman ,6.9,106,Color,2012,Biography,English,USA,1939441,10000000,34,683,11000,11000,20000,-0.8060559,1.939441,10,English,USA,42717,11,Boomletes
Cecil B. DeMented ,6.2,87,Color,2000,Comedy,English,France,1276984,10000000,0,503,975,537,795,-0.8723016,1.276984,10,English,Non-US,2810,18,Millenium
Killer Joe ,6.7,98,Color,2011,Crime,English,USA,1987762,11000000,607,251,11000,414,12000,-0.8192943636363637,1.987762,11,English,USA,24272,11,Boomletes
The Joneses ,6.5,96,Color,2009,Comedy,English,USA,1474508,5000000,17,688,2000,989,0,-0.7050984,1.474508,5,English,USA,3694,12,Boomletes
Owning Mahowny ,7.2,104,Color,2003,Crime,English,Canada,1011054,10000000,23,232,22000,893,0,-0.8988946,1.011054,10,English,Non-US,23148,15,Boomletes
The Brothers Solomon ,5.3,93,Color,2007,Comedy,English,USA,900926,10000000,0,622,966,799,319,-0.9099074,0.900926,10,English,USA,2706,21,Boomletes
My Blueberry Nights ,6.7,95,Color,2007,Drama,English,Hong Kong,866778,10000000,0,20,20000,329,0,-0.9133222,0.866778,10,English,Non-US,20349,20,Boomletes
Swept Away ,3.6,89,Color,2002,Comedy,English,UK,598645,10000000,0,119,990,711,725,-0.9401355,0.598645,10,English,Non-US,2545,11,Boomletes
"War, Inc. ",5.7,107,Color,2008,Action,English,USA,578527,10000000,0,91,603,175,883,-0.9421473,0.578527,10,English,USA,1752,10,Boomletes
Shaolin Soccer ,7.3,85,Black and White,2001,Action,Cantonese,Hong Kong,488872,10000000,0,51,478,83,0,-0.9511128,0.488872,10,Non-English,Non-US,612,15,Boomletes
The Brown Bunny ,5,93,Color,2003,Drama,English,USA,365734,10000000,787,0,787,96,952,-0.9634266,0.365734,10,English,USA,2622,16,Boomletes
The Swindle ,6.6,101,Color,1997,Comedy,French,France,231417,60000000,324,28,678,541,33,-0.99614305,0.231417,60,Non-English,Non-US,1604,12,Millenium
Rosewater ,6.6,103,Color,2014,Biography,English,USA,3093491,5000000,593,241,374,362,5000,-0.3813018,3.093491,5,English,USA,6570,10,Boomletes
Imaginary Heroes ,7.3,111,Color,2004,Comedy,English,USA,228524,4000000,24,83,374,181,345,-0.942869,0.228524,4,English,USA,1007,17,Boomletes
High Heels and Low Lifes ,6.2,86,Color,2001,Action,English,UK,226792,10000000,302,428,893,798,117,-0.9773208,0.226792,10,English,Non-US,2538,25,Boomletes
Severance ,6.6,90,Color,2006,Comedy,English,UK,136432,5000000,76,345,798,769,0,-0.9727136,0.136432,5,English,Non-US,1988,10,Boomletes
Edmond ,6.3,82,Color,2005,Drama,English,USA,131617,10000000,216,885,1000,922,661,-0.9868383,0.131617,10,English,USA,3684,7,Boomletes
Police Academy: Mission to Moscow ,3.3,83,Color,1994,Comedy,English,USA,126247,6200000,3,421,16000,542,321,-0.9796375806451613,0.126247,6.2,English,USA,17287,34,Millenium
"Cinco de Mayo, La Batalla ",6.2,125,Color,2013,Drama,Spanish,Mexico,169379,10000000,21,36,78,61,874,-0.9830621,0.169379,10,Non-English,Non-US,1070,26,Boomletes
An Alan Smithee Film: Burn Hollywood Burn ,3.5,86,Color,1997,Comedy,English,USA,15447,10000000,71,385,795,474,89,-0.9984553,0.015447,10,English,USA,1814,42,Millenium
The Open Road ,5.5,91,Color,2009,Comedy,English,USA,19348,10000000,7,875,12000,3000,370,-0.9980652,0.019348,10,English,USA,16252,14,Boomletes
The Good Guy ,5.9,90,Color,2009,Comedy,English,USA,100503,8000000,0,617,806,690,1000,-0.987437125,0.100503,8,English,USA,3113,13,Boomletes
Motherhood ,4.7,90,Color,2009,Comedy,English,USA,92900,5000000,8,495,1000,893,546,-0.98142,0.0929,5,English,USA,2942,11,Boomletes
Blonde Ambition ,3.9,93,Color,2007,Comedy,English,USA,5561,10000000,7,611,906,848,160,-0.9994439,0.005561,10,English,USA,2532,16,Boomletes
The Oxford Murders ,6.1,104,Color,2008,Crime,English,Spain,3607,10000000,275,102,439,161,0,-0.9996393,0.003607,10,English,Non-US,977,19,Boomletes
Eulogy ,6.7,85,Color,2004,Comedy,English,USA,70527,6500000,0,742,11000,826,376,-0.9891496923076923,0.070527,6.5,English,USA,12944,7,Boomletes
Of Horses and Men ,6.9,81,Color,2013,Comedy,Icelandic,Iceland,11835,10000000,4,5,63,10,1000,-0.9988165,0.011835,10,Non-English,Non-US,1082,18,Boomletes
"The Good, the Bad, the Weird ",7.3,135,Color,2008,Action,Korean,South Korea,128486,10000000,419,7,398,149,0,-0.9871514,0.128486,10,Non-English,Non-US,973,29,Boomletes
The Lost City ,6.7,144,Color,2005,Drama,English,USA,2483955,9600000,0,195,786,228,957,-0.7412546875,2.483955,9.6,English,USA,2166,14,Boomletes
Next Friday ,6.1,98,Color,2000,Comedy,English,USA,57176582,9500000,41,525,723,706,0,5.018587578947368,57.176582,9.5,English,USA,1995,12,Millenium
You Only Live Twice ,6.9,117,Color,1967,Action,English,UK,43100000,9500000,43,244,742,462,0,3.536842105263158,43.1,9.5,English,Non-US,1491,20,Generation X
Amour ,7.9,127,Color,2012,Drama,French,France,225377,8900000,0,319,678,432,33000,-0.9746767415730337,0.225377,8.9,Non-English,Non-US,34429,6,Boomletes
Poltergeist III ,4.5,98,Color,1988,Horror,English,USA,14114488,10500000,17,770,1000,887,616,0.34423695238095237,14.114488,10.5,English,USA,3290,16,Millenium
"It's a Mad, Mad, Mad, Mad World ",7.6,197,Color,1963,Action,English,USA,46300000,9400000,176,760,924,898,0,3.925531914893617,46.3,9.4,English,USA,2758,32,Baby Boomers
Richard III ,7.5,104,Color,1995,Drama,English,UK,2600000,6000000,12,1000,21000,1000,0,-0.5666666666666667,2.6,6,English,Non-US,23012,12,Millenium
Kites ,6,90,Color,2010,Action,English,India,1602466,600000000,116,303,594,412,0,-0.9973292233333333,1.602466,600,English,Non-US,1425,6,Boomletes
Melancholia ,7.1,130,Color,2011,Drama,English,Denmark,3029870,7400000,3000,844,10000,4000,50000,-0.5905581081081082,3.02987,7.4,English,Non-US,67844,12,Boomletes
Jab Tak Hai Jaan ,6.9,176,Color,2012,Drama,Hindi,India,3047539,7217600,147,1000,8000,3000,12000,-0.5777628297495012,3.047539,7.2176,Non-English,Non-US,24147,17,Boomletes
Alien ,8.5,116,Color,1979,Horror,English,UK,78900000,11000000,0,513,1000,581,23000,6.172727272727273,78.9,11,English,Non-US,25094,6,Generation X
The Texas Chain Saw Massacre ,7.5,88,Color,1974,Horror,English,USA,30859000,83532,365,177,383,371,0,368.4272853517215,30.859,0.083532,English,USA,1296,29,Generation X
The Runaways ,6.6,106,Color,2010,Biography,English,USA,3571735,10000000,50,741,17000,908,0,-0.6428265,3.571735,10,English,USA,18699,13,Boomletes
Fiddler on the Roof ,8,181,Color,1971,Drama,English,USA,50000000,9000000,278,51,402,343,0,4.555555555555555,50,9,English,USA,1074,20,Generation X
Thunderball ,7,130,Color,1965,Action,English,UK,63600000,9000000,92,177,244,189,0,6.066666666666666,63.6,9,English,Non-US,702,12,Generation X
Set It Off ,6.8,123,Color,1996,Action,English,USA,36049108,9000000,473,685,890,851,0,3.0054564444444445,36.049108,9,English,USA,2899,11,Millenium
The Best Man ,6.7,120,Color,1999,Comedy,English,USA,34074895,9000000,92,862,1000,886,0,2.7860994444444445,34.074895,9,English,USA,2840,13,Millenium
Child's Play ,6.5,87,Color,1988,Fantasy,English,USA,33244684,9000000,85,118,311,189,0,2.6938537777777776,33.244684,9,English,USA,703,13,Millenium
Sicko ,8,123,Color,2007,Documentary,English,USA,24530513,9000000,909,184,909,203,0,1.7256125555555555,24.530513,9,English,USA,2205,6,Boomletes
The Purge: Anarchy ,6.5,103,Color,2014,Action,English,USA,71519230,9000000,65,908,2000,971,15000,6.9465811111111115,71.51923,9,English,USA,18944,19,Boomletes
Down to You ,4.9,91,Color,2000,Comedy,English,USA,20035310,9000000,0,407,3000,683,580,1.2261455555555556,20.03531,9,English,USA,4670,12,Millenium
Harold & Kumar Go to White Castle ,7.1,88,Color,2004,Adventure,English,USA,18225165,9000000,8,587,982,729,0,1.0250183333333334,18.225165,9,English,USA,2306,34,Boomletes
The Contender ,7,126,Color,2000,Drama,English,USA,17804273,20000000,37,883,12000,10000,1000,-0.10978635,17.804273,20,English,USA,23920,14,Millenium
Boiler Room ,7,120,Color,2000,Crime,English,USA,16938179,8000000,46,701,14000,826,0,1.117272375,16.938179,8,English,USA,15573,12,Millenium
Black Christmas ,4.5,94,Color,2006,Horror,English,USA,16235293,9000000,17,179,607,318,0,0.8039214444444445,16.235293,9,English,USA,1121,16,Boomletes
Henry V ,7.7,137,Color,1989,Action,English,UK,10161099,9000000,0,130,591,520,0,0.129011,10.161099,9,English,Non-US,1241,8,Millenium
The Way of the Gun ,6.7,119,Color,2000,Action,English,USA,6047856,8500000,188,35,187,127,1000,-0.2884875294117647,6.047856,8.5,English,USA,1537,19,Millenium
Igby Goes Down ,7,99,Color,2002,Comedy,English,USA,4681503,9000000,23,471,1000,710,838,-0.479833,4.681503,9,English,USA,3042,15,Boomletes
PCU ,6.5,79,Color,1994,Comedy,English,USA,4350774,8000000,157,219,4000,248,0,-0.45615325,4.350774,8,English,USA,4624,4,Millenium
Gracie ,6.2,95,Color,2007,Biography,English,USA,2955039,9000000,49,261,702,616,313,-0.6716623333333334,2.955039,9,English,USA,1941,7,Boomletes
Trust the Man ,5.7,103,Color,2005,Comedy,English,USA,1530535,9000000,38,316,745,591,215,-0.8299405555555556,1.530535,9,English,USA,1905,14,Boomletes
Hamlet 2 ,6.4,92,Color,2008,Comedy,English,USA,4881867,9000000,26,611,1000,1000,1000,-0.45757033333333336,4.881867,9,English,USA,3637,9,Boomletes
Glee: The 3D Concert Movie ,5.4,84,Color,2011,Documentary,English,USA,11860839,9000000,64,748,2000,892,0,0.317871,11.860839,9,English,USA,3704,27,Boomletes
The Legend of Suriyothai ,6.6,300,Color,2001,Action,Thai,Thailand,454255,400000000,6,6,7,6,124,-0.9988643625,0.454255,400,Non-English,Non-US,149,25,Boomletes
Two Evil Eyes ,6.1,120,Color,1990,Horror,English,Italy,349618,9000000,930,433,982,602,375,-0.9611535555555556,0.349618,9,English,Non-US,3322,14,Millenium
All or Nothing ,7.6,121,Color,2002,Drama,English,UK,112935,9000000,608,25,149,44,484,-0.9874516666666666,0.112935,9,English,Non-US,1310,15,Boomletes
Princess Kaiulani ,6.2,97,Color,2009,Drama,English,USA,883887,9000000,3,204,679,537,0,-0.9017903333333334,0.883887,9,English,USA,1423,18,Boomletes
Opal Dream ,6.6,86,Color,2006,Drama,English,Australia,13751,11400000,11,18,185,62,135,-0.9987937719298245,0.013751,11.4,English,Non-US,411,11,Boomletes
Flame and Citron ,7.3,45,Color,2008,Drama,Danish,Denmark,145109,45000000,28,104,573,197,0,-0.9967753555555555,0.145109,45,Non-English,Non-US,902,17,Boomletes
Undiscovered ,4.2,97,Color,2005,Comedy,English,Germany,1046166,9000000,0,230,922,374,128,-0.8837593333333333,1.046166,9,English,Non-US,1654,13,Boomletes
